street,RMSE,MAE,R2
1 AVENUE,453.39194794755355,353.0129154396057,0.28187722890076417
10 AVENUE,688.2675329149129,552.3984643193602,0.22303084481416058
11 AVENUE,379.2151211790968,311.1724237215217,0.185678801125722
111 STREET,55.932130582737464,42.106008797997305,0.7412684183596498
12 AVENUE,494.9573072279783,381.80793123467026,0.7109077653028002
14 AVENUE,58.853599868990244,34.97500429942574,0.7005985714228552
145 STREET BRIDGE,190.2658204006781,134.4770106398713,0.6660721581562703
188 STREET,152.39876093975423,109.13250747401052,0.5416097234963282
2 AVENUE,536.9859891466602,420.3816582735847,0.2557005588252672
21 STREET,255.28345825174188,208.9952143724052,0.3465612062001109
26 AVENUE,78.02518587251242,51.812493630459436,0.7791046880178856
3 AVENUE,464.223819103475,358.724183546629,0.16569930232131602
31 AVENUE,52.0866808731721,37.78432410235566,0.5826079038334057
34 AVENUE,104.40160846255162,83.64508575289013,0.4990569304284368
39 AVENUE,90.3923374523895,64.92511447423544,0.3174876302818703
4 AVENUE,225.2692993036692,155.6661154962355,0.5655985772021035
45 AVENUE,78.12227732150062,55.2103230073614,0.4127440608938798
47 AVENUE,44.60957064662329,28.477713007431525,0.16115847201641387
48 STREET,221.83624265341467,153.55754671533123,0.24852769221046433
5 AVENUE,379.5373211589634,291.9597554882717,0.31071191329137493
58 STREET,226.4365782990268,170.135314134001,0.23686943029301544
65 STREET,199.7040732411972,148.66663250666792,0.5411347587706405
7 AVENUE,560.8902823919137,490.41745048257246,0.17357167117369965
73 PLACE,46.30878568772363,36.60895299301591,0.5856121344358796
8 AVENUE,406.39501827677395,347.0971322217524,0.28890488608435505
80 STREET,115.06176868516543,82.42767623816123,0.718067999798409
86 STREET,156.80208719440552,118.95528336326674,0.44246051082369686
9 AVENUE,338.59337524570225,270.38815160741143,0.4128857334166385
9 STREET,103.13669064413813,74.99980306625366,0.508408806082643
AMBOY ROAD,129.28867493192578,82.07999231272223,0.5910967031047081
AMSTERDAM AVENUE,267.18619769385805,197.09499840436663,0.3658662961338476
ARTHUR KILL ROAD,128.17857825835085,93.51369019349416,0.6107704824654909
ASTORIA BOULEVARD,423.92136951264047,274.03221464810304,0.44616467861030873
ATLANTIC AVENUE,268.34213685979574,199.47818810549333,0.49711812925501186
AUDUBON AVENUE,52.143783402829676,41.60206905631132,0.12332868734568814
AVENUE D,43.55633872085808,34.9483357362969,0.7804784573288522
AVENUE J,87.64828595598394,70.55475259451342,0.4825637114006308
AVENUE M,117.5253955622699,76.60502174922398,0.314866012639754
AVENUE OF THE AMERICAS,384.4460146110185,319.3782750118821,0.3944280684001832
BAY PARKWAY,191.3380251680733,145.16406419542102,0.4131633860670161
BEACH 20 STREET,135.36165941730602,98.0949248816516,0.24474704050988416
BEDFORD AVENUE,224.33401161741963,143.41241501421334,0.20349248368456097
BEDFORD PARK BOULEVARD,49.55744011806028,37.78410283724467,0.749446775476271
BELT PARKWAY,835.6767682168089,661.5765671870879,0.588019940758174
BORDEN AVENUE BRIDGE,186.49316590344156,154.97275700392547,0.30843947524786275
BOSTON ROAD,292.7722970227433,173.96454399579545,0.40305782048645167
BROADWAY,224.36004277251965,163.7601553460673,0.33041630238532516
BROADWAY BRIDGE,370.0226775056715,273.07679227726186,0.3388676510353925
BRONXWOOD AVENUE,90.30255494777396,63.28879354981815,0.014340442841615064
BROOKLYN QUEENS EXPRESSWAY,1013.2289152768075,776.0388349037031,0.05298509345546509
BRUCKNER BOULEVARD,377.80283191434717,288.12571145937994,0.24311444583070763
BUSHWICK AVENUE,295.9112155543217,215.00216840799882,0.44641538792136437
CENTRAL AVENUE,116.89856033279575,90.59008088956277,0.6033979533614098
CENTRAL PARK SOUTH,171.89274438196804,138.6734395390669,0.4001817114522197
CENTRAL PARK WEST,151.4571347617805,113.55828122775573,0.5809446429732281
CHRYSTIE STREET,177.52165387699816,147.19290613245082,0.16242824852117754
CHURCH AVENUE,73.30265297180894,56.024499218280496,0.6030870177547991
COLUMBIA STREET,77.88252496925182,59.04754204016466,0.6590710332755291
COLUMBUS AVENUE,229.17295832698346,177.19288473259914,0.6097784855709404
COOPER AVENUE,177.27854299043054,154.2933306921096,0.1442148847151229
CORTELYOU ROAD,44.85654357536432,36.46980522954187,0.793522742852859
CRESCENT STREET,112.81005925436168,91.21117598287175,0.5391543685547471
CROPSEY AVENUE,224.18136971967462,192.8750859554683,0.44630224916481276
CROPSEY AVENUE BRIDGE,175.7750689090062,121.9932334765379,0.7680329798009354
CROSS BAY BOULEVARD,203.7647019223616,147.67347458549168,0.500385362543631
DEKALB AVENUE,37.768424942270926,29.381902053139427,0.6410746302400662
DYCKMAN STREET,73.87621600985256,59.13200644559638,0.5377438703973443
EAST 138 STREET,200.44508064770415,143.73142626081193,0.43207747736676416
EAST 149 STREET,95.87632567532691,73.19549644386376,0.7627711787520106
EAST 161 STREET,124.97476336935574,88.77908199319911,0.3525850903862977
EAST 163 STREET,110.1676494996268,80.8264810734075,0.7005524016022404
EAST 174 ST BRIDGE,125.07987446851125,79.94505092317024,0.6681127921059324
EAST FORDHAM ROAD,542.3482947420702,428.2162142594655,0.40167063850314577
EAST GUN HILL ROAD,283.5547923021811,234.02096364786337,0.3965978587559854
EAST TREMONT AVENUE,187.01300370201386,148.9442360506479,0.3722677172987938
EMMONS AVENUE,161.36494276148628,116.13314619439137,0.763520763207918
F D R DRIVE,787.9814664516452,589.7081518303858,0.5700396359785407
FLATBUSH AVENUE,249.77964345147436,188.9094229486559,0.3591801978463842
