street,RMSE,MAE,R2
MAJOR DEEGAN EXPRESSWAY,0.7911659,0.44837928,-14.309061050415039
MANHATTAN AVENUE,1.1511977,0.9490774,-0.5146738290786743
MANHATTAN BRIDGE,0.9877821,0.74782383,0.044129788875579834
MANOR ROAD,0.80141735,0.6156859,0.2757313847541809
MARATHON PARKWAY,0.68376946,0.49221757,0.30016767978668213
MARTLING AVENUE,0.8469394,0.70325816,0.15741562843322754
MERRICK BOULEVARD,0.5503429,0.4470078,0.6332447528839111
METROPOLITAN AVENUE,0.8732827,0.66493535,0.38375598192214966
MYRTLE AVENUE,0.72344196,0.5557862,0.4358566999435425
NEPTUNE AVENUE,0.7093714,0.42404824,-6.437726020812988
NEW YORK AVENUE,0.60615,0.48385286,-0.04576539993286133
NORTH CHANNEL BRIDGE,0.57801384,0.40991005,0.7206077575683594
NORTH CONDUIT AVENUE,0.7308838,0.57903296,0.19792306423187256
NORTHERN BLVD,0.6359857,0.48225448,0.5421939492225647
NORTHERN BOULEVARD,0.9942179,0.64094573,0.07618427276611328
OCEAN AVENUE,1.2554315,0.9345445,0.16747725009918213
OCEAN PARKWAY,0.1831235,0.14354312,-0.32438719272613525
OCEAN TERRACE,0.7624253,0.4988539,0.38475632667541504
PARK AVENUE,1.0187249,0.6560582,0.06500905752182007
PARSONS BOULEVARD,0.6009618,0.46555182,0.35513126850128174
PELHAM BRIDGE,1.4020019,0.9870511,-0.19330525398254395
PELHAM PARKWAY,1.3420496,1.0695534,-1.3152782917022705
PELHAM PARKWAY SOUTH,1.72819,1.4967458,-3.181619167327881
PENNSYLVANIA AVENUE,0.64397335,0.5261496,-0.08050501346588135
PROSPECT AVENUE,0.9200632,0.6756098,0.38967204093933105
PULASKI BRIDGE,0.964702,0.7517386,0.1293894648551941
QUEENS BLVD,0.81515896,0.70420283,-0.1181267499923706
QUEENS BOULEVARD,0.8541523,0.5880359,-0.009476661682128906
RALPH AVENUE,0.7031824,0.49542716,0.35926133394241333
RANDALL AVENUE,0.4073581,0.2808251,-0.40957891941070557
REMSEN AVENUE,0.68094,0.5024295,0.44448322057724
RICHMOND AVENUE,0.32863033,0.22405916,0.8427015542984009
RICHMOND ROAD,1.0257739,0.7151794,0.19821542501449585
RIKERS ISLAND BRIDGE,0.78812313,0.64626527,0.012290537357330322
RIVER AVENUE,0.7269795,0.5481055,0.5318424105644226
ROCKAWAY BEACH BOULEVARD,0.5144609,0.3645029,0.7201234102249146
ROCKAWAY BOULEVARD,1.7858242,1.226485,-0.5088839530944824
ROCKLAND AVENUE,0.9935131,0.69433796,0.3711351752281189
ROOSEVELT AVENUE,1.1439564,1.0566398,-3.487452507019043
ROOSEVELT AVENUE BRIDGE,0.56594974,0.42865124,0.7140456438064575
SEAGIRT BOULEVARD,0.90228164,0.6897471,0.2981308698654175
SEDGWICK AVENUE,0.7091187,0.55256057,0.43976980447769165
SMITH STREET,0.97591823,0.7801748,-7.017980575561523
SOUTH CONDUIT AVENUE,1.1455586,0.873234,-4.409212112426758
SOUTHERN BLVD,0.9713862,0.8322794,-0.2946521043777466
SOUTHERN BOULEVARD,1.7905691,1.2839223,-0.3212759494781494
STATE STREET,0.69831353,0.56592506,0.13606679439544678
STEINWAY STREET,0.52439153,0.42935655,0.6333251595497131
