Boro,street,RMSE,MAE,R2
BRONX,JACKSON AVENUE,40.59520003148735,32.36487640077201,0.2466181291348749
BRONX,JEROME AVENUE,119.84383729356094,73.77689324398881,0.5357299300214381
BRONX,LAFAYETTE AVENUE,91.49907419852391,68.33440178632736,0.7292100055991366
BRONX,LONGWOOD AVENUE,78.4915212826688,54.933703267297076,0.5988986541881459
BRONX,MAJOR DEEGAN EXPRESSWAY,709.549191107558,530.6951126489884,0.5853318096971785
BRONX,PELHAM BRIDGE,186.95487773236513,133.64164090367655,0.6666759256568399
BRONX,PELHAM PARKWAY,221.7553705434007,160.43584658494638,0.7084489849186333
BRONX,PELHAM PARKWAY SOUTH,93.99388609690342,75.52651113786816,0.5502246680262344
BRONX,PROSPECT AVENUE,50.31261865101458,38.523943723381244,0.6702860872741656
BRONX,RANDALL AVENUE,458.2618617336754,287.4981218364141,0.5330300213943856
BRONX,RIVER AVENUE,48.594459272168116,36.96438146196306,0.7568416554594863
BRONX,SEDGWICK AVENUE,94.16148288702954,67.43296094935575,0.6164460851999678
BRONX,SOUTHERN BLVD,73.37098788254829,58.89377263209203,0.32186204991728184
BRONX,SOUTHERN BOULEVARD,201.92164522269601,128.20853878989834,0.665187871886782
BRONX,VAN CORTLANDT PARK EAST,48.67206660408626,35.170244623314254,0.7001881255252014
BRONX,WASHINGTON AVENUE,79.29064275807744,56.941001988258684,0.45896360022295957
BRONX,WEBSTER AVENUE,113.69067017808621,88.32429146300395,0.62887247558769
BRONX,WESTCHESTER AVENUE,91.37693721027172,67.25126862622466,0.815643324950619
BRONX,WESTCHESTER AVENUE BRIDGE,148.55922305601237,113.53468473665006,0.7017242642314827
BRONX,WHITE PLAINS ROAD,71.4087852129051,55.56032323983325,0.643172900033119
BRONX,BEDFORD PARK BOULEVARD,53.57312317261428,38.56944844149804,0.7071965448049939
BRONX,BOSTON ROAD,228.58057256127378,134.424605359269,0.6361260718573754
BRONX,BROADWAY,179.04967728920656,135.6635503266987,0.2012520191316709
BRONX,BRONXWOOD AVENUE,61.40900252622094,42.429497758597684,0.5441825497618759
BRONX,BRUCKNER BOULEVARD,267.86955528517444,210.5411191957187,0.5118206660260223
BRONX,EAST 138 STREET,176.8957452341972,139.70798527308872,0.5576835795882898
BRONX,EAST 149 STREET,111.28906393155941,82.48231984232808,0.6803684314599752
BRONX,EAST 161 STREET,111.17752799854242,84.1006737620164,0.48764370404010704
BRONX,EAST 163 STREET,111.30387305604413,84.48253566014192,0.6943437920685935
BRONX,EAST 174 ST BRIDGE,137.9311466864921,89.03763380022527,0.5964100589263537
BRONX,EAST FORDHAM ROAD,442.6593609679709,337.09294562611154,0.5954347118093586
BRONX,EAST GUN HILL ROAD,271.34662789957684,214.3181247501583,0.4474371010515894
BRONX,EAST TREMONT AVENUE,166.7506801318741,129.22532849139478,0.5009246954324602
BRONX,EXTERIOR STREET,692.3540531762554,516.3423433165619,0.7101038041149949
BRONX,GRAND CONCOURSE,151.47816039243583,104.22620911103826,0.5940845468719455
BRONX,HUNTS POINT AVENUE,157.13113828577383,125.19260997920074,0.3514624323398272
BROOKLYN,1 AVENUE,273.22854693699173,204.63184855181473,0.7442435174944699
BROOKLYN,26 AVENUE,79.876185975559,55.81400751204867,0.7684997234633906
BROOKLYN,JACKIE ROBINSON PARKWAY,691.4338084413631,591.7019811559607,-0.02076102809151914
BROOKLYN,JAMAICA AVENUE,141.8444264383755,95.48688180106026,0.6771914151551421
BROOKLYN,JJ BYRNE MEMORIAL BRIDGE,243.27823331061643,182.92241315699334,0.3743928093244109
BROOKLYN,KINGS HIGHWAY,156.6619497835961,106.5796167299276,0.38947339970443784
BROOKLYN,3 AVENUE,420.3562839051672,305.1835776939345,0.2967246459888335
BROOKLYN,LINDEN BOULEVARD,236.66797299631705,167.21720811287005,0.5806680642191089
BROOKLYN,MEEKER AVENUE,304.87153512401426,265.170615456321,-0.16136477647792047
BROOKLYN,METROPOLITAN AVENUE,136.99499487675354,100.98443117712299,0.5763873826807673
BROOKLYN,MYRTLE AVENUE,69.25651712560663,53.71918986652391,0.60864486234613
BROOKLYN,NEPTUNE AVENUE,119.8095334881285,85.17856163674213,0.7051281613898448
BROOKLYN,NEW YORK AVENUE,57.291640165229964,42.787334170207444,0.7402685252527115
BROOKLYN,NORTH CONDUIT AVENUE,337.2595522398146,249.3619493639147,0.5573438547080366
BROOKLYN,OCEAN AVENUE,176.06101752993598,122.92470590541426,0.5993809395958261
BROOKLYN,OCEAN PARKWAY,289.52360862203466,205.48278559923173,0.5288682524812178
BROOKLYN,PARKSIDE AVENUE,189.13133183120533,152.0355486188616,0.5373687064608286
BROOKLYN,PENNSYLVANIA AVENUE,175.48379670413775,127.68121521063313,0.6153418143813669
BROOKLYN,PROSPECT AVENUE,223.9407727679891,192.02430146316001,0.4001118991409973
BROOKLYN,PULASKI BRIDGE,258.2210284176313,189.56978951248468,0.3873196978232323
BROOKLYN,4 AVENUE,202.22993632123126,140.67953254593533,0.6097622669731713
BROOKLYN,RALPH AVENUE,84.10103792617821,57.75929493929079,0.8818954633304603
BROOKLYN,REMSEN AVENUE,78.5420678093748,62.33907272566611,0.6347641746483939
BROOKLYN,SMITH STREET,94.412652942839,74.29422136000645,0.4393891262850068
BROOKLYN,STATE STREET,124.45668531956328,89.64130825672335,0.43189086430033663
BROOKLYN,SURF AVENUE,203.9809658917765,177.455202738444,0.07325306329530501
BROOKLYN,SUTTER AVENUE,59.44669831468833,45.30300004747179,0.7268164513132325
BROOKLYN,TOMPKINS AVENUE,131.7292014817421,93.30631136732036,0.7156073237899532
